打印次数,发货小包装数量,发货金额,发货毛重,发货体积,发货大包装数量,调整单对应的原单,代垫费用应收金额,WMS系统实际拣货数量,发货单WMS系统锁定库存优先级,折扣金额,provience,time
1,19,0.0,0.2525,0.19102,19.0,195224332,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,9,0.0,0.192,0.01203,9.0,195220659,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,9,0.0,0.192,0.01203,9.0,195219642,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,3,0.0,0.064,0.00401,3.0,195219436,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,6,0.0,0.128,0.00802,6.0,195207582,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
2,2,0.0,0.03,0.02,2.0,195141721,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,59,15357.65,0.7876,0.0652,59.0,195136670,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,19,4616.15,0.2373,0.0281,19.0,195135737,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,5,47.5,0.725,0.0082225,0.20833333,195360274,0.0,5,5,0.0,湖南,2020-01-19 00:00:00
0,24,132.0,2.63,0.02,1.0,195373174,0.0,24,5,0.0,湖南,2020-01-19 00:00:00
0,8,838.95,0.345,0.014,8.0,195386072,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,12,86.4,3.88,0.029799,1.0,195386280,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,1,0.0,0.003,0.001,1.0,195387320,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,48,144.0,1.106,0.02,1.0,195319830,0.0,48,5,0.0,湖南,2020-01-18 00:00:00
1,6,300.0,9.9,46.001244,1.0,195362683,0.0,6,5,0.0,湖南,2020-01-19 00:00:00
1,36,21708.0,54.0,0.27,6.0,195335112,0.0,36,5,0.0,湖南,2020-01-18 00:00:00
0,3,840.0,0.009,0.003,3.0,195384277,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
0,18,591.66,0.054,0.054,18.0,195389530,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,4,131.44,0.012,0.004,4.0,195389728,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,15,3042.1,15.625,0.04728838,1.25,195382946,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,15,3042.1,15.625,0.04728838,1.25,195381614,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,3,518.76,3.125,0.00945767,0.25,195376294,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,27,4668.86,28.125,0.08511908,2.25,195376163,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,15,3042.1,15.625,0.04728838,1.25,195375801,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,72,15262.56,31.8,0.22349838,6.0,195373958,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,199,38881.09,44.27033333,0.58923105,16.58333333,195373638,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,60,11143.23,5.0,0.175,5.0,195373586,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,13,5893.56,0.134,0.051,13.0,195375049,0.0,0,5,0.0,湖南,2020-01-17 00:00:00
0,120,25367.12,61.6,0.37699676,10.0,195373025,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,13,5314.0,0.2412,0.027,13.0,195400311,0.0,0,5,1723.0,湖南,2020-01-19 00:00:00
1,48,7536.0,47.33333333,0.15113759,4.0,195271531,0.0,48,5,0.0,湖南,2020-01-17 00:00:00
0,3,518.76,3.125,0.00945767,0.25,195378990,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,4,1432.0,0.1018,0.01,4.0,195400307,0.0,0,5,311.0,湖南,2020-01-19 00:00:00
0,4,905.0,0.3378,0.0042,4.0,195400321,0.0,0,5,497.0,湖南,2020-01-19 00:00:00
1,18,0.0,2.25,2.25,4.5,195405720,1651.68,18,5,0.0,湖南,2020-01-20 00:00:00
1,6,1365.24,8.6,0.03841266,1.0,195405760,0.0,6,5,0.0,湖南,2020-01-20 00:00:00
1,54,1392.0,12.1,0.0216,3.0,195372834,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,21,6037.98,0.063,0.021,21.0,195381340,0.0,21,5,0.0,湖南,2020-01-19 00:00:00
1,1,90.2,0.17166667,0.00057571,0.01666667,195408112,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,12,0.0,0.12,0.034,12.0,195390082,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,1,0.0,3.36,0.003,1.0,195418782,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,4,376.65,3.42,0.018,4.0,195421456,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,343,2161.35,246.26833333,1.86649667,21.45833333,195336071,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,571,2690.09,252.21690476,3.02517568,28.17619046,195338144,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,677,3680.4,223.36333333,1.88087499,35.31666666,195328829,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,36,161.2,5.58166667,0.33874999,1.54999999,195332754,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,2024,13122.53,750.95000001,5.53704313,109.36666665,195335354,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,527,2493.42,274.9857143,2.94450879,27.51190475,195336847,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
2,216,1555.67,59.8625,0.66432758,52.25,195391046,0.0,216,5,0.0,湖南,2020-01-19 00:00:00
1,500,5000.0,1030.0,3.4,500.0,195361743,0.0,500,5,0.0,湖南,2020-01-19 00:00:00
1,150,1500.0,711.5,2.345,150.0,195362385,0.0,150,5,0.0,湖南,2020-01-19 00:00:00
1,100,1000.0,850.0,2.8,100.0,195365555,0.0,100,5,0.0,湖南,2020-01-19 00:00:00
0,5,709.5,0.015,0.014,5.0,195412114,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,6,1186.8,0.045,0.014,6.0,195416324,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,7,1394.0,10.089,0.019,7.0,195426933,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,91,664.62,22.29433334,0.27370312,6.88809523,195426324,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,422,1343.63,49.25412176,0.36096384,14.01393399,195397849,0.0,422,5,0.0,湖南,2020-01-20 00:00:00
1,480,9637.5,149.7832,0.78585262,52.5,195207544,0.0,480,5,0.0,湖南,2020-01-16 00:00:00
1,36,806.76,15.0,0.201,3.0,195198836,0.0,36,5,0.0,湖南,2020-01-16 00:00:00
0,357,68768.8,4.264,0.45803,357.0,195428754,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,67,4140.0,113.58333334,0.24196667,11.16666666,195380795,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
2,14,0.0,0.6,0.01,1.0,195432638,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,410,85203.08,4.556,0.49707,410.0,195427642,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,60,426.0,132.0,0.188,10.0,195364544,0.0,60,5,0.0,湖南,2020-01-19 00:00:00
0,1,0.0,0.003,0.001,1.0,195434378,0.0,0,5,0.0,湖南,2020-01-20 16:00:44
1,240,2360.0,210.0,0.332,20.0,195141950,0.0,240,5,0.0,湖南,2020-01-15 00:00:00
0,4,0.0,0.008,0.012,4.0,195435970,0.0,0,5,0.0,湖南,2020-01-20 16:27:16
0,4,0.0,0.008,0.012,4.0,195435972,0.0,0,5,0.0,湖南,2020-01-20 16:27:20
0,129,29569.2,1298.633,0.384,129.0,195437823,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,14,2425.0,19.3306,0.1564,14.0,195448920,0.0,0,5,795.0,湖南,2020-01-19 00:00:00
0,26,11279.0,0.3505,0.0737,26.0,195449026,0.0,0,5,4338.0,湖南,2020-01-19 00:00:00
0,4,964.0,1.836,0.033,4.0,195449043,0.0,0,5,260.0,湖南,2020-01-19 00:00:00
1,48,3240.0,22.4,0.4,8.0,195416539,0.0,48,5,0.0,湖南,2020-01-21 00:00:00
1,60,3600.0,28.0,0.5,10.0,195347976,0.0,60,5,0.0,湖南,2020-01-19 00:00:00
1,12,171.6,3.59,0.09373,1.0,195413244,0.0,12,5,0.0,湖南,2020-01-20 00:00:00
1,12,171.6,3.59,0.09373,1.0,195413220,0.0,12,5,0.0,湖南,2020-01-20 00:00:00
1,156,3255.92,21.642,0.65719,15.0,195443188,0.0,156,5,0.0,湖南,2020-01-20 00:00:00
1,70,2171.14,40.6,0.258874,14.0,195443192,0.0,70,5,0.0,湖南,2020-01-20 00:00:00
1,400,2360.0,103.32,0.12,40.0,195323455,0.0,400,5,0.0,湖南,2020-01-18 00:00:00
0,6,197.22,0.018,0.018,6.0,195459857,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,60,1972.27,0.18,0.132,60.0,195459915,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,12,394.32,0.036,0.012,12.0,195459898,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,144,4733.5,0.432,0.288,144.0,195460109,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,9,542.7,1.809,0.015,9.0,195460064,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,60,1972.35,0.18,0.084,60.0,195461459,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,24,788.92,0.072,0.048,24.0,195461473,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,24,1447.2,3.138,0.036,24.0,195461573,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,6,197.22,0.018,0.018,6.0,195461619,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,36,2170.8,6.24,0.036,36.0,195461628,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,10,493.29,1.242,0.01,10.0,195462262,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,24,788.76,0.072,0.048,24.0,195462337,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,92,994.4,16.176,0.48392,7.0,195320676,0.0,92,5,0.0,湖南,2020-01-18 00:00:00
1,12,129.6,3.59,0.09373,1.0,195324393,0.0,12,5,0.0,湖南,2020-01-18 11:06:49
1,32,150.4,4.2,0.02367,1.0,195118038,0.0,32,1,0.0,湖南,2020-01-15 00:00:00
0,28,8341.41,0.303,0.117,28.0,195459838,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,21,1101.72,3.378,0.033,21.0,195463884,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,3,180.9,0.9,0.003,3.0,195463910,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,29,5382.0,417.152,0.072,29.0,195411284,0.0,29,5,0.0,湖南,2020-01-20 00:00:00
0,22,1052.26,2.49,0.034,22.0,195464051,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,399,82852.0,4.608,0.47704,399.0,195461742,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,6,361.8,1.23,0.006,6.0,195465004,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,18,939.6,3.12,0.018,18.0,195465063,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,660,2340.0,175.5,8.13,60.0,195438761,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,288,840.0,92.4,1.2936,24.0,195435699,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,750,3050.0,237.1,0.513,50.0,195394912,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,60,180.0,18.0,1.2,6.0,195368775,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,888,1988.0,226.2,3.2964,56.0,195394699,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,1,398.4,0.003,0.003,1.0,195468018,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
2,660,3775.68,95.5378,32.4493,62.0,195316265,0.0,660,5,0.0,湖南,2020-01-18 00:00:00
1,2,0.0,1.66666667,0.001,0.33333333,195372794,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,24,432.0,0.8,0.0025,1.0,195370953,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,40,2616.0,238.832,0.48384,10.0,194980977,0.0,40,1,0.0,湖南,2020-01-13 00:00:00
4,12,789.6,66.0,1.35,3.0,195196154,0.0,12,1,0.0,湖南,2020-01-16 00:00:00
2,12,90.36,51.6,0.08868102,3.0,195244576,0.0,12,5,0.0,湖南,2020-01-17 00:00:00
1,11,81.0,2.29166666,0.00458334,0.45833334,195425725,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,50,0.0,2.2875,0.03625,3.625,195474804,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,2,0.0,0.006,0.002,2.0,195475203,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,27,9885.9,1.048,0.319,27.0,195475153,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,6,268.0,7.0,0.04,2.0,195462421,0.0,6,5,0.0,湖南,2020-01-21 00:00:00
1,504,588.02,178.5,0.31878,21.0,195442901,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,11,122.82,1.30833333,0.3457225,0.62499999,195467323,0.0,11,5,0.0,湖南,2020-01-21 00:00:00
1,18,408.0,18.4,0.248,3.0,195475192,0.0,18,5,0.0,湖南,2020-01-21 00:00:00
1,22,255.0,2.85,0.04363916,0.91666668,195467981,0.0,22,5,0.0,湖南,2020-01-21 00:00:00
0,103,23794.56,2.159,0.709,103.0,195458687,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,62,51700.0,13.56666666,11.0,10.33333334,195435973,0.0,62,5,0.0,湖南,2020-01-20 00:00:00
1,120,103200.0,20.0,20.0,20.0,195423830,0.0,120,5,0.0,湖南,2020-01-20 00:00:00
1,48,144.0,1.106,0.02,1.0,195324392,0.0,48,5,0.0,湖南,2020-01-18 11:06:49
1,21,0.0,30.1,0.13444431,3.5,195469200,4778.34,21,5,0.0,湖南,2020-01-21 00:00:00
0,3,0.0,0.09,0.003,3.0,195482726,0.0,0,5,0.0,湖南,2020-01-21 16:06:53
1,3600,17391.96,1050.0,0.9,300.0,195409965,0.0,3600,5,0.0,湖南,2020-01-20 00:00:00
1,6,300.0,9.9,46.001244,1.0,195463088,0.0,6,5,0.0,湖南,2020-01-21 00:00:00
1,20,40.51,2.603125,0.01399094,0.625,195481435,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,2,656.0,0.0672,0.006,2.0,195494868,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,5,2918.0,0.005,0.005,5.0,195494881,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,8,0.0,1.0,0.024608,0.4,195498298,178.4,0,5,0.0,湖南,2020-01-22 00:00:00
0,2,0.0,0.57433333,0.01562167,0.16666667,195490585,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,2,0.0,0.04,0.01,2.0,195501005,0.0,0,5,0.0,湖南,2020-01-22 08:53:53
1,32000,76000.0,9000.0,40.0,2000.0,195436946,0.0,32000,5,0.0,湖南,2020-01-20 00:00:00
0,2,0.0,0.06,0.002,2.0,195503934,0.0,0,5,0.0,湖南,2020-01-22 09:49:44
1,12,2841.6,2.0,0.01518316,0.5,195484609,0.0,12,5,0.0,湖南,2020-01-21 00:00:00
0,536,0.0,46.95548,0.94308992,14.61541666,195498566,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
0,9,0.0,2.5445,0.0702975,0.75,195497740,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
0,4,0.0,0.056,0.026,4.0,195505587,0.0,0,5,0.0,湖南,2020-01-22 10:12:32
1,4,172.0,5.33333333,0.00333333,0.66666667,195502003,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
1,14,360.0,9.33333334,0.01166666,1.16666666,195464057,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
1,6500,40040.0,1300.0,780.0,650.0,195476912,0.0,6500,5,0.0,湖南,2020-01-21 00:00:00
1,4900,30184.0,980.0,588.0,490.0,195478403,0.0,4900,5,0.0,湖南,2020-01-21 00:00:00
0,1,0.0,0.03,0.01,1.0,195508005,0.0,0,5,0.0,湖南,2020-01-22 11:02:34
0,2,0.0,0.004,0.006,2.0,195508116,0.0,0,5,0.0,湖南,2020-01-22 11:03:57
0,1,0.0,0.002,0.003,1.0,195508146,0.0,0,5,0.0,湖南,2020-01-22 11:05:03
0,1,0.0,0.002,0.003,1.0,195508150,0.0,0,5,0.0,湖南,2020-01-22 11:05:07
0,5,0.0,0.042,0.005,5.0,195508320,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,552,3388.2,42.3,15.98,61.0,195465338,0.0,552,5,0.0,湖南,2020-01-21 00:00:00
1,949,9636.78,293.242,7.081026,76.55,195510904,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
2,27204,50000.0,2561.7,7.5658,1257.0,195332398,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,39420,100000.0,24440.4,22.8636,2628.0,195333552,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,5892,10000.0,297055.0,0.491,491.0,195333203,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
0,132504,120000.0,77294.0,134.7124,5521.0,195332668,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,348,2612.4,21.8,7.22,47.0,195415151,0.0,348,1,0.0,湖南,2020-01-20 00:00:00
1,1136,6679.84,455.47714286,2.24790308,59.28571429,195436421,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,496,3271.46,55.56595239,1.53197286,25.45476191,195432927,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,265,2543.78,97.03050001,0.62541867,23.35833333,195513787,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
0,1,0.0,0.002,0.003,1.0,195515784,0.0,0,5,0.0,湖南,2020-01-22 14:44:28
0,25,5322.24,0.496,0.051,25.0,195479564,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
0,84,27331.9,3.7139,3.1083,84.0,195508192,0.0,0,5,0.0,湖南,2020-01-17 00:00:00
1,1272,5988.0,133.0,57.41,121.0,195512332,0.0,1272,5,0.0,湖南,2020-01-22 00:00:00
0,64,18687.6,1.289,0.276,64.0,195484801,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
0,37,12314.04,0.512,0.3,37.0,195477871,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,5,1010.6,0.011,0.015,5.0,195466321,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,2,459.0,0.005,0.006,2.0,195465481,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,8,2142.0,0.419,0.052,8.0,195440277,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,47,16040.0,0.843,0.204,47.0,195439142,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,11,2068.0,0.022,0.033,11.0,195439037,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,2,10.0,0.26116667,0.00166667,0.08333333,195512093,0.0,2,5,0.0,湖南,2020-01-21 00:00:00
0,33,8220.74,0.355,0.322,33.0,195433040,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,2,10.0,0.26116667,0.00166667,0.08333333,195512068,0.0,2,5,0.0,湖南,2020-01-21 00:00:00
0,20,4932.2,0.318,0.283,20.0,195419872,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,2,10.0,0.26116667,0.00166667,0.08333333,195510451,0.0,2,5,0.0,湖南,2020-01-21 00:00:00
0,7,2730.0,0.055,0.035,7.0,195376109,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
1,2,10.0,0.26116667,0.00166667,0.08333333,195510282,0.0,2,5,0.0,湖南,2020-01-21 00:00:00
0,5,0.0,0.0086,0.0062,5.0,195516616,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
0,60,14602.15,10.644,0.23,60.0,195516450,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,34,5737.17,0.958,0.03701,34.0,195515554,0.0,0,5,0.0,湖南,2020-01-21 00:00:00
0,10,2015.2,0.138,0.01,10.0,195507090,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
0,700,180336.0,7.173,0.894,700.0,195506482,0.0,0,5,0.0,湖南,2020-01-19 00:00:00
1,124,107000.0,27.13333333,22.0,20.66666667,195515466,0.0,124,5,0.0,湖南,2020-01-22 00:00:00
0,4000,194000.0,19920.0,37.55088,1000.0,195515828,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
1,60,198.72,2.5,0.02050667,0.33333333,195507626,0.0,60,5,0.0,湖南,2020-01-22 00:00:00
2,30,2400.0,36.0,0.1465,5.0,195459926,0.0,30,5,0.0,湖南,2020-01-21 00:00:00
2,240,1680.0,220.0,0.3195192,20.0,195197548,0.0,240,5,0.0,湖南,2020-01-16 00:00:00
1,2158,7708.84,153.51681818,4.19863697,56.46313131,195329102,0.0,2158,5,0.0,湖南,2020-01-18 00:00:00
0,6,3279.0,0.1364,0.014,6.0,195529147,0.0,0,5,680.0,湖南,2020-01-22 00:00:00
0,17,0.0,3.055,0.0649775,0.39,195525896,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
0,55,0.0,10.45333333,0.06263613,2.13958333,195525902,0.0,0,5,0.0,湖南,2020-01-22 00:00:00
0,3465,7661.5,1952.5,4.05566,245.0,195329927,0.0,0,5,0.0,湖南,2020-01-18 00:00:00
0,3870,8836.5,1789.5,5.21616,285.0,195411856,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
1,1128,6207.0,105.98,36.91,120.0,195509165,0.0,1128,5,0.0,湖南,2020-01-22 00:00:00
0,4890,10245.0,3000.4,5.052132,340.0,195206869,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
0,1320,3038.4,648.0,1.719848,96.0,195418591,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,2265,4665.0,1341.06,2.342428,155.0,195408221,0.0,0,5,0.0,湖南,2020-01-20 00:00:00
0,750,3000.0,201.0,0.536176,50.0,195472506,3000.0,0,5,0.0,湖南,2020-01-21 00:00:00
3,8,54.4,0.66666667,0.00666667,0.66666667,195536675,0.0,0,5,0.0,湖南,2020-01-23 00:00:00
1,624,1754.0,60.51,1.2211,18.0,195421047,0.0,624,5,0.0,湖南,2020-01-20 00:00:00
1,6,0.0,0.4,0.005,0.5,195540137,0.0,0,5,0.0,湖南,2020-01-23 00:00:00
1,720,2890.8,298.77,0.384,60.0,195533727,0.0,720,1,0.0,湖南,2020-01-23 00:00:00
1,648,3816.72,103.52,75.7541,68.0,195465542,0.0,648,5,0.0,湖南,2020-01-21 00:00:00
1,36,0.0,19.5,0.015,3.0,195544750,0.0,0,5,0.0,湖南,2020-01-23 00:00:00
0,5,1406.0,0.4378,0.1042,5.0,195553628,0.0,0,5,200.0,湖南,2020-01-23 00:00:00
0,27,5648.0,7.7212,0.3188,27.0,195553640,0.0,0,5,639.0,湖南,2020-01-23 00:00:00
0,1,188.0,0.0336,0.003,1.0,195583739,0.0,0,5,50.0,湖南,2020-01-25 00:00:00
0,2,299.0,0.436,0.103,2.0,195583745,0.0,0,5,119.0,湖南,2020-01-25 00:00:00
0,4,1118.0,1.508,0.019,4.0,195583748,0.0,0,5,60.0,湖南,2020-01-25 00:00:00
0,3,504.0,0.1008,0.009,3.0,195583749,0.0,0,5,218.0,湖南,2020-01-25 00:00:00
0,2,946.0,0.0346,0.004,2.0,195598862,0.0,0,5,0.0,湖南,2020-01-26 00:00:00
0,2,1006.0,0.002,0.002,2.0,195598863,0.0,0,5,311.0,湖南,2020-01-26 00:00:00
0,11,2212.0,4.516,0.068,11.0,195616414,0.0,0,5,836.0,湖南,2020-01-27 00:00:00
1,1837,13024.09,366.19166667,5.74344013,90.525,195518459,0.0,0,1,0.0,湖南,2020-01-22 00:00:00
1,2400,11700.0,700.0,0.6,200.0,195409763,0.0,2400,1,0.0,湖南,2020-01-20 00:00:00
1,2880,13884.0,840.0,0.72,240.0,195663615,0.0,2880,5,0.0,湖南,2020-01-30 00:00:00
0,11,1214.0,3.18,0.075,11.0,195598865,0.0,0,5,994.0,湖南,2020-01-26 00:00:00
0,6,4528.0,0.1364,0.014,6.0,194259138,0.0,0,5,1754.0,湖南,2020-01-01 00:00:00
0,156,50797.0,3.90325,1.9186,156.0,194293061,0.0,0,5,39807.0,湖南,2020-01-01 00:00:00
0,12,4076.0,0.2381,0.0233,12.0,194293097,0.0,0,5,1523.0,湖南,2020-01-01 00:00:00
0,21,7388.0,0.5752,0.055,21.0,194293104,0.0,0,5,3066.0,湖南,2020-01-01 00:00:00
1,24,432.0,0.8,0.0025,1.0,194271414,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
2,520,3089.76,149.69,5.33649934,37.33333334,194302847,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,448,2522.96,143.76,3.36796,33.0,194306859,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,74,18885.0,1.541,0.506,74.0,194300868,0.0,74,5,0.0,湖南,2020-01-02 00:00:00
3,696,2473.3,52.58,1.313,27.0,194305645,0.0,696,5,0.0,湖南,2020-01-02 00:00:00
1,160,600.0,25.25,0.06,5.0,194308642,0.0,160,5,0.0,湖南,2020-01-02 00:00:00
1,96,566.4,4.6,0.08,4.0,194309622,0.0,96,5,0.0,湖南,2020-01-02 00:00:00
1,135,1052.16,29.3975,2.23840633,8.275,194321568,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
0,564,4100.8,108.02,0.68,34.0,194315344,0.0,564,1,0.0,湖南,2020-01-02 00:00:00
1,328,819.0,37.3,0.22895641,12.0,194303725,0.0,328,5,0.0,湖南,2020-01-02 00:00:00
1,48,2332.8,56.0,0.32,16.0,194305039,0.0,48,5,0.0,湖南,2020-01-02 00:00:00
1,240,720.0,5.53,0.1,5.0,194302341,0.0,240,5,0.0,湖南,2020-01-02 00:00:00
1,24,69.6,13.0,0.01,2.0,194328218,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,126,220.0,31.35,0.17,11.0,194307967,0.0,126,5,0.0,湖南,2020-01-02 00:00:00
1,51,582.6,20.7,0.05625874,4.59999999,194309417,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,26,271.08,10.76166667,0.02572667,2.5,194309937,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,67,582.08,18.97933332,0.144191,4.50000001,194310901,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
1,12,10320.0,2.0,2.0,2.0,194304121,0.0,12,5,0.0,湖南,2020-01-02 00:00:00
0,1,0.0,0.02,0.005,1.0,194341118,0.0,0,5,0.0,湖南,2020-01-02 17:08:33
1,480,412800.0,80.0,80.0,80.0,194316274,0.0,480,5,0.0,湖南,2020-01-02 00:00:00
0,1,0.0,0.03,0.01,1.0,194341070,0.0,0,5,0.0,湖南,2020-01-02 17:08:18
0,11,4938.0,0.5024,0.227,11.0,194375545,0.0,0,5,3794.0,湖南,2020-01-02 00:00:00
1,68,642.4,8.44,0.12367,4.0,194305913,0.0,68,5,0.0,湖南,2020-01-02 09:55:00
2,961,7445.11,158.078,4.05686133,42.16666667,194308062,0.0,961,5,0.0,湖南,2020-01-02 10:16:02
1,240,1090.4,24.2,0.424,10.0,194291447,0.0,240,5,0.0,湖南,2020-01-02 00:00:00
0,3,404.0,1.172,0.016,3.0,194375549,0.0,0,5,130.0,湖南,2020-01-02 00:00:00
1,57,355.68,9.35,0.032,2.0,194299495,0.0,57,5,0.0,湖南,2020-01-02 00:00:00
1,15,186.45,8.6,0.022,1.0,194307836,0.0,15,5,0.0,湖南,2020-01-02 00:00:00
