打印次数,发货小包装数量,发货金额,发货毛重,发货体积,发货大包装数量,调整单对应的原单,代垫费用应收金额,WMS系统实际拣货数量,发货单WMS系统锁定库存优先级,折扣金额,provience,time
1,40,1680.0,192.0,0.6914822,10.0,194686623,0.0,40,5,0.0,湖北,2020-01-08 00:00:00
1,40,744.0,40.64,0.10154675,4.13333333,194608878,0.0,40,5,0.0,湖北,2020-01-07 00:00:00
1,78,3106.0,340.692,0.82717701,19.2,194685893,0.0,78,5,0.0,湖北,2020-01-08 00:00:00
1,21,750.0,98.145,0.18714401,5.06666667,194686819,0.0,21,5,0.0,湖北,2020-01-08 00:00:00
1,177,8850.0,809.85,1.95122644,41.5,194561443,0.0,177,5,0.0,湖北,2020-01-06 00:00:00
1,60,2250.0,294.0,0.5594778,15.0,194691988,0.0,60,5,0.0,湖北,2020-01-08 00:00:00
2,450,832.5,0.045,0.045,0.45,194517692,0.0,0,5,0.0,湖北,2020-01-06 00:00:00
3,180,3996.0,0.3,0.3,3.0,194705787,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,100,1200.0,0.025,0.025,0.25,194705091,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,71,6060.0,137.8,0.35905137,11.83333333,194683178,0.0,71,5,0.0,湖北,2020-01-08 00:00:00
0,9886,503435.09,59361.075,660.44157254,3615.0,194740195,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
0,19508,864200.17,71958.52,2349.0521245,5350.0,194744492,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
0,2308,111364.14,9399.4518,27.80551356,539.31666667,194751346,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,384,27000.0,109.7,93.07207144,94.0,194673580,0.0,384,5,0.0,湖北,2020-01-08 00:00:00
1,129,4495.0,56.5,20.07717628,22.06666667,194644654,0.0,0,5,0.0,湖北,2020-01-07 00:00:00
1,17436,47003.3,7094.8,9.856341,1394.0,194532125,0.0,17436,5,0.0,湖北,2020-01-06 00:00:00
1,22,549.0,83.9,0.17231115,4.0,194704192,0.0,22,5,0.0,湖北,2020-01-08 00:00:00
1,29,719.0,65.3,0.12119968,4.0,194636773,0.0,29,5,0.0,湖北,2020-01-07 00:00:00
4,36,1338.0,139.4,0.27851472,8.0,194605609,0.0,36,5,0.0,湖北,2020-01-07 00:00:00
2,18,3420.0,28.8,0.110823,3.0,194722895,0.0,18,5,0.0,湖北,2020-01-09 00:00:00
2,6,1800.0,11.3,0.0363285,1.0,194722825,0.0,6,5,0.0,湖北,2020-01-09 00:00:00
1,10000,33243.75,3450.0,6.695055,500.0,194613852,0.0,10000,5,0.0,湖北,2020-01-07 00:00:00
2,120,12720.0,180.0,0.8139782,20.0,194629533,0.0,120,4,0.0,湖北,2020-01-07 00:00:00
1,120,3360.8,527.3,0.9343915,29.0,194731873,0.0,120,5,0.0,湖北,2020-01-09 00:00:00
1,1800,47700.0,6450.0,14.063675,300.0,194698343,0.0,1800,5,0.0,湖北,2020-01-08 00:00:00
2,12,1229.64,15.0,0.02338574,2.0,194622789,0.0,12,5,0.0,湖北,2020-01-07 00:00:00
1,1710,4743.0,552.3,0.948232,84.0,194699713,0.0,1710,5,0.0,湖北,2020-01-08 00:00:00
2,60,4540.5,75.0,0.111834,10.0,194622784,0.0,60,5,0.0,湖北,2020-01-07 00:00:00
1,240,6028.8,170.0,0.645975,10.0,194727736,0.0,240,5,0.0,湖北,2020-01-09 00:00:00
1,120,7902.0,150.0,0.223668,20.0,194635482,0.0,120,5,0.0,湖北,2020-01-07 00:00:00
1,72,1808.64,51.0,0.1937925,3.0,194749034,0.0,72,5,0.0,湖北,2020-01-09 00:00:00
2,60,23400.0,119.0,0.5139168,10.0,194629487,0.0,60,4,0.0,湖北,2020-01-07 00:00:00
2,8,6020.0,19.55,0.067206,1.5,194692823,0.0,8,5,0.0,湖北,2020-01-08 00:00:00
0,1,83.4,1.25,0.0018639,0.16666667,194455486,0.0,0,5,0.0,湖北,2020-01-04 00:00:00
1,110,3731.0,393.72,1.84019355,22.2,194488626,0.0,110,5,0.0,湖北,2020-01-05 00:00:00
1,16,600.0,78.4,0.14919408,4.0,194488779,0.0,16,5,0.0,湖北,2020-01-05 00:00:00
1,20,210.0,50.2,0.12083118,2.0,194744463,0.0,20,5,0.0,湖北,2020-01-09 00:00:00
1,30,315.0,75.3,0.18124677,3.0,194744420,0.0,30,5,0.0,湖北,2020-01-09 00:00:00
1,12,630.0,58.8,0.11457303,3.0,194761820,0.0,12,5,0.0,湖北,2020-01-09 00:00:00
1,30,1190.0,102.0,2.1890846,7.13333333,194750469,0.0,30,5,0.0,湖北,2020-01-09 00:00:00
1,4,255.0,19.7,0.03861868,1.0,194758734,0.0,4,5,0.0,湖北,2020-01-09 00:00:00
0,112,0.0,31.5,0.03604678,7.0,194706373,170.8,0,5,0.0,湖北,2020-01-08 00:00:00
0,3,0.0,14.6475,0.028188,0.75,194701806,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
0,90,0.0,45.125,0.09201798,3.75,194690611,286.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,30,840.0,150.0,0.0225,7.5,194745571,0.0,30,5,0.0,湖北,2020-01-09 00:00:00
1,76,2441.0,299.55333333,0.57265781,16.06666667,194733432,0.0,76,5,0.0,湖北,2020-01-09 00:00:00
1,600,31500.0,2940.0,5.7286515,150.0,194758784,0.0,600,5,0.0,湖北,2020-01-09 00:00:00
1,3168,13071.1,1011.0,2.07168,210.0,194746185,0.0,3168,5,0.0,湖北,2020-01-09 00:00:00
2,37000,85270.0,2.73,2.73,48.0,194798450,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
2,800,3960.0,0.2,0.2,20.0,194800083,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,2200,6386.0,0.03,0.03,3.0,194780249,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,1000,2080.0,0.1,0.1,1.0,194780690,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,3000,5200.0,0.03,0.03,3.0,194795667,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,60,735.0,0.015,0.015,0.15,194792791,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,17200,28420.0,0.17,0.17,17.0,194725884,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
2,200,3400.0,0.66,0.42,2.0,194739299,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
2,60,6144.0,138.0,0.2342277,10.0,194684766,0.0,60,5,0.0,湖北,2020-01-08 00:00:00
2,60,6144.0,138.0,0.2342277,10.0,194684605,0.0,60,5,0.0,湖北,2020-01-08 00:00:00
1,8,420.0,39.2,0.07638202,2.0,194405036,0.0,0,5,0.0,湖北,2020-01-03 00:00:00
1,61,3582.0,235.15333333,4.24157877,15.33333333,194342548,0.0,0,5,0.0,湖北,2020-01-02 00:00:00
1,16,600.0,78.4,0.14919408,4.0,194798025,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,400,20200.0,1960.0,3.8101761,100.0,194741431,0.0,400,5,0.0,湖北,2020-01-09 00:00:00
1,20,1275.0,105.5,2.0,5.0,194324087,0.0,0,5,0.0,湖北,2020-01-02 00:00:00
2,1200,4200.0,650.0,0.5,50.0,194701779,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,9800,10780.0,5705.0,10.5,350.0,194682920,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,4,215.0,19.6,0.03819101,1.0,194838053,0.0,4,5,0.0,湖北,2020-01-10 00:00:00
2,36,6315.84,47.88,6.0,6.0,194644228,0.0,36,5,0.0,湖北,2020-01-08 00:00:00
2,30,3326.4,52.0,0.18084975,5.0,194692872,0.0,30,5,0.0,湖北,2020-01-08 00:00:00
2,12,2476.8,20.8,0.082656,2.0,194622811,0.0,12,5,0.0,湖北,2020-01-08 00:00:00
1,40,1500.0,196.0,0.3729852,10.0,194746636,0.0,40,5,0.0,湖北,2020-01-09 00:00:00
1,1200,3957.6,0.0175,0.0175,1.75,194723666,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,600,4800.0,0.01,0.01,1.0,194840384,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,135,810.0,0.03375,0.03375,0.3375,194830200,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,9550,18918.0,0.13916667,0.13916667,13.91666667,194837034,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
2,800,12800.0,0.2,0.2,2.0,194834198,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,162,993.14,0.04105,0.04105,0.6175,194641826,0.0,0,5,0.0,湖北,2020-01-07 00:00:00
1,5000,8500.0,0.05,0.05,5.0,194830116,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,7100,9920.0,3.07555555,3.07555555,35.55555555,194848003,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
2,300,31800.0,450.0,2.0349455,50.0,194692874,0.0,300,5,0.0,湖北,2020-01-08 00:00:00
2,78,18356.82,86.02,0.296723,13.0,194759684,0.0,78,5,0.0,湖北,2020-01-09 00:00:00
0,40246,152791.89,54875.14054761,187.11784258,3725.52857145,194852769,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,6,1157.28,5.65,0.0210125,1.0,194828150,0.0,6,5,0.0,湖北,2020-01-10 00:00:00
2,60,4077.0,75.0,0.111834,10.0,194622808,0.0,60,5,0.0,湖北,2020-01-07 00:00:00
2,8,6020.0,19.55,0.067206,1.5,194692829,0.0,8,5,0.0,湖北,2020-01-08 00:00:00
2,24,2459.28,30.0,0.04677148,4.0,194684778,0.0,24,5,0.0,湖北,2020-01-08 00:00:00
1,12,2737.56,16.04,0.052,2.0,194759672,0.0,12,5,0.0,湖北,2020-01-09 00:00:00
1,30,6583.08,37.11,0.1231205,5.0,194759715,0.0,30,5,0.0,湖北,2020-01-09 00:00:00
2,24,7857.6,41.6,0.1347678,4.0,194801239,0.0,24,5,0.0,湖北,2020-01-10 00:00:00
2,12,1200.0,2.0,2.0,2.0,194800964,0.0,12,5,0.0,湖北,2020-01-10 00:00:00
1,76,3387.64,134.916,4.22943182,11.0,194731861,0.0,76,5,0.0,湖北,2020-01-09 00:00:00
2,36,8147.64,37.3,0.132266,6.0,194759677,0.0,36,5,0.0,湖北,2020-01-09 00:00:00
2,222,15447.0,372.1,1.2473487,37.0,194613107,0.0,222,5,0.0,湖北,2020-01-07 00:00:00
2,132,9255.0,216.6,0.7442956,22.0,194620083,0.0,132,5,0.0,湖北,2020-01-07 00:00:00
2,168,11748.0,274.4,0.95293412,28.0,194619630,0.0,168,5,0.0,湖北,2020-01-07 00:00:00
2,8,6020.0,19.55,0.067206,1.5,194692818,0.0,8,5,0.0,湖北,2020-01-08 00:00:00
2,208,5428.0,612.6,1.27472094,41.0,194790259,0.0,208,5,0.0,湖北,2020-01-10 00:00:00
1,210,3395.0,381.5,0.8951887,35.0,194808964,0.0,210,5,0.0,湖北,2020-01-10 00:00:00
1,180,8000.0,788.0,6.5108449,45.0,194831814,0.0,180,5,0.0,湖北,2020-01-10 00:00:00
1,501,16593.27,2104.2,4.17130095,501.0,194604264,0.0,501,5,0.0,湖北,2020-01-07 00:00:00
1,280,12285.0,1373.3,2.64145908,70.0,194851088,0.0,280,5,0.0,湖北,2020-01-10 00:00:00
1,20,1100.0,5.0,5.0,5.0,194868187,0.0,20,5,0.0,湖北,2020-01-11 00:00:00
0,528,17600.0,730.4,3.161928,88.0,194873217,0.0,0,5,0.0,湖北,2020-01-11 00:00:00
1,84,1848.0,152.6,0.35807548,14.0,194868435,0.0,84,5,0.0,湖北,2020-01-11 00:00:00
1,1020,43630.0,3776.2,8.0540705,230.0,194763259,0.0,1020,5,0.0,湖北,2020-01-09 00:00:00
1,124,6900.0,605.9,1.17828868,31.0,194844459,0.0,124,5,0.0,湖北,2020-01-10 00:00:00
1,1448,5356.16,599.8,0.99291748,51.0,194746799,0.0,1448,5,0.0,湖北,2020-01-09 00:00:00
1,12,630.0,58.8,0.11457303,3.0,194746695,0.0,12,5,0.0,湖北,2020-01-09 00:00:00
1,136,5314.0,370.94666667,8.48152059,27.66666667,194751992,80.0,136,5,0.0,湖北,2020-01-09 00:00:00
1,84,5100.0,413.6,0.80967212,21.0,194547103,0.0,84,5,0.0,湖北,2020-01-06 00:00:00
1,312,3076.8,155.5,0.239136,16.0,194674544,0.0,312,5,0.0,湖北,2020-01-08 00:00:00
2,60,3167.7,85.5,0.36487075,10.0,194770924,0.0,60,5,0.0,湖北,2020-01-10 00:00:00
2,192,34832.4,327.5,1.281784,32.0,194736328,0.0,192,5,0.0,湖北,2020-01-09 00:00:00
1,23,332.0,16.33333333,1.35277333,2.33333333,194866939,0.0,23,5,0.0,湖北,2020-01-11 00:00:00
1,12,17988.0,8.0,0.07,2.0,194699735,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,30,71970.0,31.5,34.0,5.0,194741334,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,12,780.0,63.3,1.2,3.0,194870301,0.0,12,5,0.0,湖北,2020-01-11 00:00:00
1,12,17988.0,8.0,0.07,2.0,194797018,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,12,17988.0,8.0,0.07,2.0,194797368,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,12,17988.0,8.0,0.07,2.0,194737317,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,12,17988.0,8.0,0.07,2.0,194737597,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,36,11340.0,62.4,0.2021517,6.0,194790952,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,60,1140.0,114.25,0.16397085,10.0,194887627,0.0,60,5,0.0,湖北,2020-01-11 00:00:00
2,36,99.0,13.2,0.018942,3.0,194764328,0.0,36,5,0.0,湖北,2020-01-09 00:00:00
1,52,3868.8,70.8,4.72366546,8.66666666,194683288,0.0,52,5,0.0,湖北,2020-01-08 00:00:00
0,90,2880.0,127.8,0.531,15.0,194896962,0.0,0,5,0.0,湖北,2020-01-11 16:21:25
1,1800,29400.0,3270.0,7.673046,300.0,194886299,0.0,1800,5,0.0,湖北,2020-01-11 00:00:00
1,4,47.48,6.7,0.00759,1.0,194709426,0.0,4,5,0.0,湖北,2020-01-08 18:24:13
2,114,6130.8,174.7,0.64627646,19.0,194447635,0.0,114,5,0.0,湖北,2020-01-04 00:00:00
2,108,15525.12,247.84,8.5080516,18.0,194851758,0.0,108,5,0.0,湖北,2020-01-10 00:00:00
1,6,1800.0,11.3,0.0363285,1.0,194845521,0.0,6,5,0.0,湖北,2020-01-10 00:00:00
2,8,6020.0,19.55,0.067206,1.5,194692819,0.0,8,5,0.0,湖北,2020-01-08 00:00:00
1,138,33225.3,153.1,0.6222955,22.0,194759727,0.0,138,5,0.0,湖北,2020-01-09 00:00:00
2,18000,73440.0,5760.0,11.8548,1200.0,194841499,0.0,18000,5,0.0,湖北,2020-01-10 00:00:00
1,88,1990.0,208.91166666,1.86352587,13.65,194815932,68.0,88,5,0.0,湖北,2020-01-10 00:00:00
1,100,3600.0,410.0,0.7918488,21.33333333,194828256,0.0,100,5,0.0,湖北,2020-01-10 00:00:00
1,32,1296.0,152.4,0.67659288,8.0,194744354,0.0,32,5,0.0,湖北,2020-01-09 00:00:00
1,72,1164.0,130.8,0.30692184,12.0,194830568,0.0,72,5,0.0,湖北,2020-01-10 00:00:00
1,448,16440.0,1824.0,3.60876478,102.0,194744063,0.0,448,5,0.0,湖北,2020-01-09 00:00:00
1,240,10080.0,1176.0,2.255761,60.0,194829514,0.0,240,5,0.0,湖北,2020-01-10 00:00:00
1,8,420.0,36.8,0.1,2.0,194810099,0.0,8,5,0.0,湖北,2020-01-10 00:00:00
1,55,1025.0,179.55,0.2172486,9.0,194802011,0.0,55,5,0.0,湖北,2020-01-10 00:00:00
1,18,802.0,69.5,0.19961405,4.0,194759477,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,60,438.0,78.0,0.305694,6.0,194896868,48.0,60,5,0.0,湖北,2020-01-11 00:00:00
1,90,755.0,0.0150125,0.0150125,1.5125,194827972,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,540,4962.0,8.515,0.215,2.5,194827921,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,6,123.0,0.00015,0.00015,0.15,194819309,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,200,3400.0,0.5,0.5,5.0,194824529,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,160,640.0,0.01,0.01,1.0,194815471,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,10,78.0,0.35416667,0.00833333,0.04166667,194812141,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,15,260.0,0.00194445,0.00194445,0.19444445,194808633,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,40,184.0,1.14016667,0.02905556,0.27777778,194802466,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,20,120.0,0.00833333,0.00833333,0.08333333,194801151,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,30,198.0,0.001,0.001,0.1,194801338,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,101,719.4,1.075,1.075,1.075,194797243,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,12,196.8,0.025,0.025,0.25,194797590,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,2000,15708.0,0.02,0.02,2.0,194795753,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
2,200,1700.0,0.04,0.04,4.0,194795819,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,20,397.0,0.00305556,0.00305556,0.30555556,194795444,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,30,111.0,0.001,0.001,0.1,194793331,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,100,1210.0,1.77333333,0.04416667,0.45833333,194793434,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,279,1397.5,0.04396779,0.04396779,2.21777779,194759730,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,210,897.0,0.0034,0.0034,0.7,194749450,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,50,270.0,2.5625,0.0625,0.3125,194741650,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,25,195.3,0.00078333,0.00078333,0.10833333,194741532,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
2,10,54.0,0.5125,0.0125,0.0625,194739818,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,108.0,1.025,0.025,0.125,194739925,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,108.0,1.025,0.025,0.125,194740201,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,130,679.0,1.71398333,0.04731666,0.85,194738947,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,250,400.0,14.25,0.36111111,1.38888889,194739187,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,108.0,0.002,0.002,0.2,194735138,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,50,300.0,0.0005,0.0005,0.5,194735922,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,110.0,0.002,0.002,0.2,194736984,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,300,2095.0,0.0225,0.0225,2.25,194732575,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,90,144.0,5.13,0.13,0.5,194734206,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,200,1500.0,0.01,0.01,1.0,194725627,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,520.8,0.01,0.01,0.1,194723523,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
1,20,1050.0,98.0,0.19095505,5.0,194886352,0.0,20,5,0.0,湖北,2020-01-11 00:00:00
1,8,300.0,39.2,0.07459704,2.0,194926908,0.0,8,5,0.0,湖北,2020-01-12 00:00:00
1,16,442.0,41.4,0.08934465,3.0,194756695,0.0,16,5,0.0,湖北,2020-01-09 00:00:00
1,4500,18450.0,2551.0,4.69875,300.0,194594728,0.0,0,7,0.0,湖北,2020-01-07 08:42:01
1,560,23600.0,2372.0,24.4936722,140.0,194743865,0.0,560,5,0.0,湖北,2020-01-09 00:00:00
1,120,4440.0,588.0,1.1189556,30.0,194893850,0.0,120,5,0.0,湖北,2020-01-11 00:00:00
1,20,975.0,98.1,0.18959774,5.0,194883385,0.0,20,5,0.0,湖北,2020-01-11 00:00:00
1,92,3345.0,407.5,1.79913808,21.0,194896917,0.0,92,5,0.0,湖北,2020-01-11 00:00:00
2,180,53599.2,314.0,1.06121485,30.0,194805315,0.0,180,5,0.0,湖北,2020-01-10 00:00:00
2,222,18902.4,391.1,1.22602444,37.0,194798896,0.0,222,5,0.0,湖北,2020-01-10 00:00:00
2,90,6192.0,154.5,0.4819846,15.0,194798395,0.0,90,5,0.0,湖北,2020-01-10 00:00:00
1,700,22100.0,2512.5,6.8446679,150.0,194747939,0.0,700,5,0.0,湖北,2020-01-09 00:00:00
2,316,12584.0,1073.21833333,18.58981502,71.2,194809906,0.0,316,5,0.0,湖北,2020-01-10 00:00:00
2,18,3420.0,28.8,0.110823,3.0,194951557,0.0,18,5,0.0,湖北,2020-01-13 00:00:00
1,240,13950.0,1179.0,2.3042907,60.0,194869498,0.0,240,5,0.0,湖北,2020-01-11 00:00:00
2,132,15000.0,201.8,0.91782885,22.0,194723472,0.0,132,5,0.0,湖北,2020-01-09 00:00:00
1,264,8073.39,149.0,0.650085,11.0,194728791,0.0,264,5,0.0,湖北,2020-01-13 00:00:00
2,12,0.0,2.0,2.0,2.0,194519430,0.0,12,5,0.0,湖北,2020-01-06 00:00:00
2,6,0.0,1.0,1.0,1.0,194519432,0.0,6,5,0.0,湖北,2020-01-06 00:00:00
1,330,26400.0,438.5,1.85431646,27.0,194796448,0.0,330,5,0.0,湖北,2020-01-10 00:00:00
1,319,1992.24,505.2,0.83577194,56.0,194519353,0.0,319,5,0.0,湖北,2020-01-07 00:00:00
1,5715,57150.0,1981.2,3.81762,381.0,194830408,0.0,5715,5,0.0,湖北,2020-01-10 00:00:00
1,366,1303.98,124.2,0.1710945,28.0,194830772,0.0,366,5,0.0,湖北,2020-01-10 00:00:00
1,2204,60565.92,4242.7,8.72109576,551.0,194561402,0.0,2204,5,0.0,湖北,2020-01-10 00:00:00
1,132,0.0,165.0,0.2511295,22.0,194404972,0.0,132,5,0.0,湖北,2020-01-03 00:00:00
2,120,9368.4,215.0,0.63157246,20.0,194615789,0.0,120,5,0.0,湖北,2020-01-07 00:00:00
2,126,10921.8,214.8,0.72566775,21.0,194616186,0.0,126,5,0.0,湖北,2020-01-07 00:00:00
1,40,839.2,60.706,0.23578624,7.0,194731876,0.0,40,5,0.0,湖北,2020-01-09 00:00:00
1,6,636.0,9.0,0.04069891,1.0,194960808,0.0,0,5,0.0,湖北,2020-01-13 10:27:32
1,101,6593.61,272.7,0.57377061,16.0,194731856,0.0,101,5,0.0,湖北,2020-01-09 00:00:00
2,42,1890.0,58.1,0.251517,7.0,194832852,0.0,42,5,0.0,湖北,2020-01-10 00:00:00
2,666,49178.4,1158.8,3.52159247,111.0,194684761,0.0,666,5,0.0,湖北,2020-01-08 00:00:00
2,180,14400.0,237.0,1.016478,30.0,194692845,0.0,180,5,0.0,湖北,2020-01-08 00:00:00
2,311,1409.25,99.4625,0.204517,20.70833334,194829630,0.0,311,5,0.0,湖北,2020-01-10 00:00:00
2,18,4459.32,23.39,0.076108,3.0,194842541,0.0,18,5,0.0,湖北,2020-01-10 00:00:00
3,1700,7480.0,0.35,0.35,35.0,194966425,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
3,254,1946.41,0.01411111,0.01411111,1.41111111,194891230,0.0,0,5,0.0,湖北,2020-01-11 00:00:00
1,2228,2926.2,0.023575,0.023575,2.245,194818532,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
2,600,5700.0,0.02,0.02,2.0,194957695,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,40,949.2,0.00333333,0.00333333,0.33333333,194955220,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,27,297.0,0.037125,0.023625,0.1125,194602388,0.0,0,5,0.0,湖北,2020-01-07 00:00:00
1,3000,18600.0,0.05,0.05,5.0,194850879,0.0,0,5,0.0,湖北,2020-01-10 00:00:00
1,52,3629.0,258.5,1.55207621,13.0,194517533,0.0,0,5,0.0,湖北,2020-01-06 00:00:00
2,46,320.0,59.8,0.2343654,4.6,194452909,43.43,0,5,0.0,湖北,2020-01-04 00:00:00
1,60,2610.0,293.0,0.54514055,15.0,194610473,0.0,0,5,0.0,湖北,2020-01-07 00:00:00
1,50,1710.0,189.5,0.37779609,11.0,194949968,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
2,72,2880.0,156.0,0.234432,12.0,194791852,0.0,72,5,0.0,湖北,2020-01-10 00:00:00
1,39,607.0,22.9,0.04295072,3.0,194969515,0.0,39,5,0.0,湖北,2020-01-13 00:00:00
1,5400,4732.0,0.04,0.04,4.0,194977960,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
3,45000,11250.0,0.3,0.3,3.0,194976206,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,50,1053.5,0.04166667,0.04166667,0.41666667,194962944,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,180,1086.82,0.01283333,0.01283333,0.38333333,194950746,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,51,842.6,0.01533333,0.01533333,0.24333333,194707666,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,60,822.0,0.02,0.02,0.2,194964393,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,80,1030.47,0.02777778,0.02777778,0.27777778,194959919,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
2,101,994.9,0.08636429,0.04148429,0.57330357,194950048,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,40,800.0,0.00111111,0.00111111,0.11111111,194704885,0.0,0,5,0.0,湖北,2020-01-08 00:00:00
1,40,1058.4,0.00111111,0.00111111,0.11111111,194739718,0.0,0,5,0.0,湖北,2020-01-09 00:00:00
0,2368,287948.8,2368.0,6.1124,296.0,194985866,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
3,180,25200.0,306.0,1.43748,30.0,194924758,0.0,180,5,0.0,湖北,2020-01-12 00:00:00
1,480,20300.0,606.0,210.55917,80.0,194900164,0.0,480,5,0.0,湖北,2020-01-11 00:00:00
1,102,3219.0,322.1,1.0094653,20.0,194803763,0.0,102,5,0.0,湖北,2020-01-10 00:00:00
2,36,2884.5,60.0,0.06851174,6.0,194871386,0.0,36,5,0.0,湖北,2020-01-11 00:00:00
2,30,3000.0,5.0,5.0,5.0,194800583,0.0,30,5,0.0,湖北,2020-01-10 00:00:00
1,240,67586.4,388.0,1.1404705,40.0,194887168,0.0,240,5,0.0,湖北,2020-01-11 00:00:00
2,54,6798.0,83.0,0.37055093,9.0,194882619,0.0,54,5,0.0,湖北,2020-01-11 00:00:00
2,72,7375.2,131.6,0.40717568,12.0,194869094,0.0,72,5,0.0,湖北,2020-01-11 00:00:00
1,12,522.48,58.7,0.11289348,3.0,194870652,0.0,12,5,0.0,湖北,2020-01-11 00:00:00
1,40,2100.0,196.0,0.3819101,10.0,194869572,0.0,40,5,0.0,湖北,2020-01-11 00:00:00
4,6500,119.2,6.5,0.53,8.0,194986134,0.0,0,5,0.0,湖北,2020-01-13 00:00:00
1,32,1144.0,126.4,0.2644672,8.0,194833325,0.0,32,5,0.0,湖北,2020-01-10 00:00:00
2,18,3157.92,23.94,3.0,3.0,194644344,0.0,18,5,0.0,湖北,2020-01-08 00:00:00
